,Algorithm,Dataset,Fold,Accuracy,Fscore,TrainingTime,NoFeatures,Solution,Meta,Nia
239,DynFS(EvolutionStrategyMpL),optical_digits,1,0.9590747330960854,0.7850467289719626,1892.3763512596488,22,[0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;1;0;1;0;1;0;1;0;1;1;0;1;1;0;0;1;0;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;1;1;0;0;0;0;0;0;0], DynFS, ES
240,EvoFS(ParticleSwarmAlgorithm),optical_digits,1,0.9679715302491104,0.8421052631578948,2395.0986065007746,23,[0;0;0;0;1;1;0;1;1;0;0;0;1;1;0;1;1;0;1;1;0;0;1;0;0;0;1;1;0;0;1;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0], EvoFS, PSO
241,DynFS(ParticleSwarmAlgorithm),optical_digits,1,0.9733096085409252,0.8623853211009175,3982.2996733635664,16,[0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;1;0;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1], DynFS, PSO
242,CART,optical_digits,2,0.9661921708185054,0.8288288288288289,0.029045969247817993,64,,,
243,EvoFS(GreyWolfOptimizer),optical_digits,2,0.9377224199288255,0.6902654867256638,2307.1502067931,13,[0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;1;0;0;0;1;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1], EvoFS, GWO
244,DynFS(GreyWolfOptimizer),optical_digits,2,0.9252669039145908,0.6557377049180327,2847.7392198108137,8,[0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0], DynFS, GWO
245,EvoFS(SelfAdaptiveDifferentialEvolution),optical_digits,2,0.9377224199288255,0.6902654867256638,2341.563361264765,13,[0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;1;0;0;0;1;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1], EvoFS, saDE
246,DynFS(SelfAdaptiveDifferentialEvolution),optical_digits,2,0.9466192170818504,0.7321428571428571,1838.6213526315987,13,[0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0], DynFS, saDE
247,EvoFS(GeneticAlgorithm),optical_digits,2,0.9377224199288255,0.6902654867256638,2300.8452780097728,13,[0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;1;0;0;0;1;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1], EvoFS, GA
248,DynFS(GeneticAlgorithm),optical_digits,2,0.9537366548042704,0.7758620689655172,3798.456284508109,12,[0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;1;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0], DynFS, GA
249,EvoFS(EvolutionStrategyMpL),optical_digits,2,0.9377224199288255,0.6902654867256638,2343.096397753805,13,[0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;1;0;0;0;1;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1], EvoFS, ES
250,DynFS(EvolutionStrategyMpL),optical_digits,2,0.9430604982206404,0.7142857142857142,1802.8809452652927,12,[0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;1;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0], DynFS, ES
251,EvoFS(ParticleSwarmAlgorithm),optical_digits,2,0.9377224199288255,0.6902654867256638,2289.4517020583153,13,[0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;1;0;0;0;1;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1], EvoFS, PSO
252,DynFS(ParticleSwarmAlgorithm),optical_digits,2,0.9448398576512456,0.7350427350427351,3845.491805076599,17,[0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;1;0;0;0;1;0;1;0;0;1;1;1;0;0;1;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1], DynFS, PSO
253,CART,optical_digits,3,0.9501779359430604,0.7407407407407407,0.03390595316886902,64,,,
254,EvoFS(GreyWolfOptimizer),optical_digits,3,0.9537366548042704,0.7450980392156863,2367.178127292544,31,[1;0;1;1;0;0;0;1;1;0;0;1;0;1;0;1;0;0;1;1;1;0;1;0;0;0;1;0;1;0;0;1;1;1;0;1;0;1;1;0;0;0;1;1;1;0;0;1;0;0;0;0;1;0;1;1;0;1;0;0;1;1;1;0], EvoFS, GWO
255,DynFS(GreyWolfOptimizer),optical_digits,3,0.9590747330960854,0.7850467289719626,2843.636169526726,8,[0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0], DynFS, GWO
256,EvoFS(SelfAdaptiveDifferentialEvolution),optical_digits,3,0.9537366548042704,0.7450980392156863,2333.080168619752,31,[1;0;1;1;0;0;0;1;1;0;0;1;0;1;0;1;0;0;1;1;1;0;1;0;0;0;1;0;1;0;0;1;1;1;0;1;0;1;1;0;0;0;1;1;1;0;0;1;0;0;0;0;1;0;1;1;0;1;0;0;1;1;1;0], EvoFS, saDE
257,DynFS(SelfAdaptiveDifferentialEvolution),optical_digits,3,0.9590747330960854,0.7766990291262137,1931.4406828358772,15,[0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0], DynFS, saDE
258,EvoFS(GeneticAlgorithm),optical_digits,3,0.9537366548042704,0.7450980392156863,2354.448689673096,31,[1;0;1;1;0;0;0;1;1;0;0;1;0;1;0;1;0;0;1;1;1;0;1;0;0;0;1;0;1;0;0;1;1;1;0;1;0;1;1;0;0;0;1;1;1;0;0;1;0;0;0;0;1;0;1;1;0;1;0;0;1;1;1;0], EvoFS, GA
259,DynFS(GeneticAlgorithm),optical_digits,3,0.9572953736654805,0.7499999999999999,3867.1525395698854,16,[1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;1;0;0;0;0;0;1;1;1;0;1;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0], DynFS, GA
260,EvoFS(EvolutionStrategyMpL),optical_digits,3,0.9537366548042704,0.7450980392156863,2355.3627829626207,31,[1;0;1;1;0;0;0;1;1;0;0;1;0;1;0;1;0;0;1;1;1;0;1;0;0;0;1;0;1;0;0;1;1;1;0;1;0;1;1;0;0;0;1;1;1;0;0;1;0;0;0;0;1;0;1;1;0;1;0;0;1;1;1;0], EvoFS, ES
261,DynFS(EvolutionStrategyMpL),optical_digits,3,0.9715302491103204,0.8518518518518519,1865.4407953433688,18,[0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0], DynFS, ES
262,EvoFS(ParticleSwarmAlgorithm),optical_digits,3,0.9537366548042704,0.7450980392156863,2365.993625573814,31,[1;0;1;1;0;0;0;1;1;0;0;1;0;1;0;1;0;0;1;1;1;0;1;0;0;0;1;0;1;0;0;1;1;1;0;1;0;1;1;0;0;0;1;1;1;0;0;1;0;0;0;0;1;0;1;1;0;1;0;0;1;1;1;0], EvoFS, PSO
263,DynFS(ParticleSwarmAlgorithm),optical_digits,3,0.9412811387900356,0.6857142857142857,3854.150275871157,20,[0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;1;0;1;1;0;0;0;1;1;1;0;0;1;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0], DynFS, PSO
264,CART,optical_digits,4,0.9679715302491104,0.8363636363636363,0.030787773430347443,64,,,
265,EvoFS(GreyWolfOptimizer),optical_digits,4,0.9537366548042704,0.7678571428571429,2448.499855838716,19,[0;0;1;0;1;0;0;1;0;0;1;1;1;1;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1], EvoFS, GWO
266,DynFS(GreyWolfOptimizer),optical_digits,4,0.9430604982206404,0.7241379310344828,2899.1096400171523,7,[0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0], DynFS, GWO
267,EvoFS(SelfAdaptiveDifferentialEvolution),optical_digits,4,0.9537366548042704,0.7678571428571429,2454.131295848638,19,[0;0;1;0;1;0;0;1;0;0;1;1;1;1;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1], EvoFS, saDE
268,DynFS(SelfAdaptiveDifferentialEvolution),optical_digits,4,0.9466192170818504,0.7413793103448276,1976.6004031896591,16,[0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0], DynFS, saDE
269,EvoFS(GeneticAlgorithm),optical_digits,4,0.9537366548042704,0.7678571428571429,2440.0658437386155,19,[0;0;1;0;1;0;0;1;0;0;1;1;1;1;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1], EvoFS, GA
270,DynFS(GeneticAlgorithm),optical_digits,4,0.9626334519572952,0.8073394495412846,3953.49687980488,16,[0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0], DynFS, GA
271,EvoFS(EvolutionStrategyMpL),optical_digits,4,0.9537366548042704,0.7678571428571429,2441.9808633029456,19,[0;0;1;0;1;0;0;1;0;0;1;1;1;1;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1], EvoFS, ES
272,DynFS(EvolutionStrategyMpL),optical_digits,4,0.9697508896797152,0.8468468468468467,1871.2459967024624,18,[0;0;1;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0], DynFS, ES
273,EvoFS(ParticleSwarmAlgorithm),optical_digits,4,0.9537366548042704,0.7678571428571429,2447.7457750104372,19,[0;0;1;0;1;0;0;1;0;0;1;1;1;1;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1], EvoFS, PSO
274,DynFS(ParticleSwarmAlgorithm),optical_digits,4,0.9679715302491104,0.8392857142857144,3996.2018944993615,12,[0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0], DynFS, PSO
275,CART,optical_digits,5,0.9644128113879004,0.8148148148148149,0.028172951191663742,64,,,
276,EvoFS(GreyWolfOptimizer),optical_digits,5,0.9501779359430604,0.7499999999999999,2215.1325999870896,21,[0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1;1;1;0;1;0;0;1;1;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;1;1;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0], EvoFS, GWO
277,DynFS(GreyWolfOptimizer),optical_digits,5,0.9448398576512456,0.7155963302752293,2820.6870631352067,10,[0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0], DynFS, GWO
278,EvoFS(SelfAdaptiveDifferentialEvolution),optical_digits,5,0.9501779359430604,0.7499999999999999,2233.516454860568,21,[0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1;1;1;0;1;0;0;1;1;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;1;1;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0], EvoFS, saDE
279,DynFS(SelfAdaptiveDifferentialEvolution),optical_digits,5,0.9608540925266904,0.7962962962962964,1880.3598837181928,13,[0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0], DynFS, saDE
280,EvoFS(GeneticAlgorithm),optical_digits,5,0.9501779359430604,0.7499999999999999,2193.98527956754,21,[0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1;1;1;0;1;0;0;1;1;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;1;1;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0], EvoFS, GA
281,DynFS(GeneticAlgorithm),optical_digits,5,0.9626334519572952,0.8108108108108109,3910.0674479268487,15,[0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;1;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0], DynFS, GA
282,EvoFS(EvolutionStrategyMpL),optical_digits,5,0.9501779359430604,0.7499999999999999,2204.5100154429674,21,[0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1;1;1;0;1;0;0;1;1;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;1;1;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0], EvoFS, ES
283,DynFS(EvolutionStrategyMpL),optical_digits,5,0.9572953736654805,0.7777777777777778,1851.9871112965047,9,[0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0], DynFS, ES
284,EvoFS(ParticleSwarmAlgorithm),optical_digits,5,0.9501779359430604,0.7499999999999999,2186.984091255814,21,[0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1;1;1;0;1;0;0;1;1;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;1;1;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0], EvoFS, PSO
285,DynFS(ParticleSwarmAlgorithm),optical_digits,5,0.9644128113879004,0.8214285714285714,3996.8193148113787,14,[0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0], DynFS, PSO
286,CART,optical_digits,6,0.9537366548042704,0.75,0.030301846563816067,64,,,
287,EvoFS(GreyWolfOptimizer),optical_digits,6,0.9608540925266904,0.8035714285714286,2410.802296176553,25,[0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;1;1;0;0;1;1;0;1;0;0;1;1;1;0;0;1;1;0;1;0;0;0;1;0;0;1;1;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;1;1;0;0], EvoFS, GWO
288,DynFS(GreyWolfOptimizer),optical_digits,6,0.9288256227758008,0.6491228070175439,2905.7589216157794,9,[0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0], DynFS, GWO
289,EvoFS(SelfAdaptiveDifferentialEvolution),optical_digits,6,0.9608540925266904,0.8035714285714286,2379.5477622188628,25,[0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;1;1;0;0;1;1;0;1;0;0;1;1;1;0;0;1;1;0;1;0;0;0;1;0;0;1;1;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;1;1;0;0], EvoFS, saDE
290,DynFS(SelfAdaptiveDifferentialEvolution),optical_digits,6,0.9644128113879004,0.8181818181818182,1964.269160374999,18,[0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;1], DynFS, saDE
291,EvoFS(GeneticAlgorithm),optical_digits,6,0.9608540925266904,0.8035714285714286,2425.497051533312,25,[0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;1;1;0;0;1;1;0;1;0;0;1;1;1;0;0;1;1;0;1;0;0;0;1;0;0;1;1;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;1;1;0;0], EvoFS, GA
292,DynFS(GeneticAlgorithm),optical_digits,6,0.9537366548042704,0.7719298245614034,3855.954641394317,9,[0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0], DynFS, GA
293,EvoFS(EvolutionStrategyMpL),optical_digits,6,0.9608540925266904,0.8035714285714286,2405.4964069724083,25,[0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;1;1;0;0;1;1;0;1;0;0;1;1;1;0;0;1;1;0;1;0;0;0;1;0;0;1;1;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;1;1;0;0], EvoFS, ES
294,DynFS(EvolutionStrategyMpL),optical_digits,6,0.9483985765124556,0.7387387387387387,1878.7555039823053,15,[0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;0], DynFS, ES
295,EvoFS(ParticleSwarmAlgorithm),optical_digits,6,0.9608540925266904,0.8035714285714286,2381.375015240162,25,[0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;1;1;0;0;1;1;0;1;0;0;1;1;1;0;0;1;1;0;1;0;0;0;1;0;0;1;1;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;1;1;0;0], EvoFS, PSO
296,DynFS(ParticleSwarmAlgorithm),optical_digits,6,0.9537366548042704,0.7547169811320756,3970.338738743216,14,[0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;1;0;0], DynFS, PSO
297,CART,optical_digits,7,0.9572953736654805,0.7894736842105263,0.03148634359240532,64,,,
298,EvoFS(GreyWolfOptimizer),optical_digits,7,0.9359430604982206,0.7096774193548386,2463.386534009129,19,[0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0], EvoFS, GWO
299,DynFS(GreyWolfOptimizer),optical_digits,7,0.9501779359430604,0.7543859649122806,2847.5472448803484,10,[0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0], DynFS, GWO
300,EvoFS(SelfAdaptiveDifferentialEvolution),optical_digits,7,0.9359430604982206,0.7096774193548386,2454.916025888175,19,[0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0], EvoFS, saDE
301,DynFS(SelfAdaptiveDifferentialEvolution),optical_digits,7,0.9483985765124556,0.7679999999999999,1942.032044492662,18,[1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;1;1;0;1;1;0;1;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0], DynFS, saDE
302,EvoFS(GeneticAlgorithm),optical_digits,7,0.9359430604982206,0.7096774193548386,2455.4032298065717,19,[0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0], EvoFS, GA
303,DynFS(GeneticAlgorithm),optical_digits,7,0.9395017793594306,0.6792452830188679,3828.571811184287,10,[0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0], DynFS, GA
304,EvoFS(EvolutionStrategyMpL),optical_digits,7,0.9359430604982206,0.7096774193548386,2446.6943609453742,19,[0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0], EvoFS, ES
305,DynFS(EvolutionStrategyMpL),optical_digits,7,0.9430604982206404,0.7333333333333334,1871.805853486061,13,[0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0], DynFS, ES
306,EvoFS(ParticleSwarmAlgorithm),optical_digits,7,0.9359430604982206,0.7096774193548386,2450.4564862065013,19,[0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0], EvoFS, PSO
307,DynFS(ParticleSwarmAlgorithm),optical_digits,7,0.9697508896797152,0.8468468468468467,3937.5045233108094,18,[0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;1;1;1;1;0;0;0;0;1;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0], DynFS, PSO
308,CART,optical_digits,8,0.9608540925266904,0.7962962962962962,0.02997605875134468,64,,,
309,EvoFS(GreyWolfOptimizer),optical_digits,8,0.9466192170818504,0.7413793103448276,2327.3192477971315,31,[1;0;1;0;0;1;0;1;0;0;0;0;0;1;0;1;1;0;1;1;0;1;1;0;0;0;1;1;1;0;1;1;0;0;1;0;1;0;0;1;1;0;1;1;0;0;0;0;0;1;0;1;0;1;0;1;1;1;0;1;0;0;1;1], EvoFS, GWO
310,DynFS(GreyWolfOptimizer),optical_digits,8,0.9519572953736656,0.7567567567567568,2760.902495257557,8,[0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0], DynFS, GWO
311,EvoFS(SelfAdaptiveDifferentialEvolution),optical_digits,8,0.9466192170818504,0.7413793103448276,2323.5635845698416,31,[1;0;1;0;0;1;0;1;0;0;0;0;0;1;0;1;1;0;1;1;0;1;1;0;0;0;1;1;1;0;1;1;0;0;1;0;1;0;0;1;1;0;1;1;0;0;0;0;0;1;0;1;0;1;0;1;1;1;0;1;0;0;1;1], EvoFS, saDE
312,DynFS(SelfAdaptiveDifferentialEvolution),optical_digits,8,0.9590747330960854,0.7850467289719627,1928.1953414194288,17,[0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0;1;1], DynFS, saDE
313,EvoFS(GeneticAlgorithm),optical_digits,8,0.9466192170818504,0.7413793103448276,2337.828714735806,31,[1;0;1;0;0;1;0;1;0;0;0;0;0;1;0;1;1;0;1;1;0;1;1;0;0;0;1;1;1;0;1;1;0;0;1;0;1;0;0;1;1;0;1;1;0;0;0;0;0;1;0;1;0;1;0;1;1;1;0;1;0;0;1;1], EvoFS, GA
314,DynFS(GeneticAlgorithm),optical_digits,8,0.9555160142348754,0.7706422018348623,3906.2590594179933,16,[0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0], DynFS, GA
