,Algorithm,Dataset,Fold,Accuracy,Fscore,TrainingTime,NoFeatures,Solution,Meta,Nia
175,DynFS(ParticleSwarmAlgorithm),spectrometer,5,0.9622641509433962,0.75,1647.4867684803905,12,[0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0], DynFS, PSO
176,CART,spectrometer,6,0.9433962264150944,0.7272727272727272,0.015089333057403563,93,,,
177,EvoFS(GreyWolfOptimizer),spectrometer,6,0.9245283018867924,0.6666666666666666,738.4464832767843,5,[0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0], EvoFS, GWO
178,DynFS(GreyWolfOptimizer),spectrometer,6,0.9245283018867924,0.5,1373.3888615481555,7,[0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0], DynFS, GWO
179,EvoFS(SelfAdaptiveDifferentialEvolution),spectrometer,6,0.9245283018867924,0.6666666666666666,757.3649969473482,5,[0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0], EvoFS, saDE
180,DynFS(SelfAdaptiveDifferentialEvolution),spectrometer,6,0.9245283018867924,0.6,825.1053626164793,10,[0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1], DynFS, saDE
181,EvoFS(GeneticAlgorithm),spectrometer,6,0.9245283018867924,0.6666666666666666,757.8442159481348,5,[0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0], EvoFS, GA
182,DynFS(GeneticAlgorithm),spectrometer,6,0.9433962264150944,0.7692307692307693,1844.2151797525587,11,[0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0], DynFS, GA
183,EvoFS(EvolutionStrategyMpL),spectrometer,6,0.9245283018867924,0.6666666666666666,744.9656682126224,5,[0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0], EvoFS, ES
184,DynFS(EvolutionStrategyMpL),spectrometer,6,0.9433962264150944,0.7272727272727272,906.9921959973873,15,[0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0], DynFS, ES
185,EvoFS(ParticleSwarmAlgorithm),spectrometer,6,0.9245283018867924,0.6666666666666666,765.03350610286,5,[0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0], EvoFS, PSO
186,DynFS(ParticleSwarmAlgorithm),spectrometer,6,0.9622641509433962,0.8000000000000002,1649.8354334235194,13,[0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0], DynFS, PSO
187,CART,spectrometer,7,0.981132075471698,0.9090909090909092,0.01762082427740097,93,,,
188,EvoFS(GreyWolfOptimizer),spectrometer,7,0.8867924528301887,0.25,636.8488377071918,2,[0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0], EvoFS, GWO
189,DynFS(GreyWolfOptimizer),spectrometer,7,1.0,1.0,1195.6447963528335,5,[0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0], DynFS, GWO
190,EvoFS(SelfAdaptiveDifferentialEvolution),spectrometer,7,0.8867924528301887,0.25,625.9538013003768,2,[0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0], EvoFS, saDE
191,DynFS(SelfAdaptiveDifferentialEvolution),spectrometer,7,0.9056603773584906,0.6153846153846154,794.4110563360155,14,[0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0], DynFS, saDE
192,EvoFS(GeneticAlgorithm),spectrometer,7,0.8867924528301887,0.25,603.5591512098907,2,[0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0], EvoFS, GA
193,DynFS(GeneticAlgorithm),spectrometer,7,0.9433962264150944,0.6666666666666665,1652.6039540693164,14,[0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0], DynFS, GA
194,EvoFS(EvolutionStrategyMpL),spectrometer,7,0.8867924528301887,0.25,639.520331710577,2,[0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0], EvoFS, ES
195,DynFS(EvolutionStrategyMpL),spectrometer,7,0.9622641509433962,0.8000000000000002,818.6813160851598,9,[0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0], DynFS, ES
196,EvoFS(ParticleSwarmAlgorithm),spectrometer,7,0.8867924528301887,0.25,630.0261831656097,2,[0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0], EvoFS, PSO
197,DynFS(ParticleSwarmAlgorithm),spectrometer,7,0.9433962264150944,0.7272727272727272,1494.4201705940065,10,[0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0], DynFS, PSO
198,CART,spectrometer,8,0.9433962264150944,0.6666666666666665,0.01513245701789856,93,,,
199,EvoFS(GreyWolfOptimizer),spectrometer,8,0.9245283018867924,0.5,629.3590186536313,4,[0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0], EvoFS, GWO
200,DynFS(GreyWolfOptimizer),spectrometer,8,0.9245283018867924,0.5,1130.2307720854878,9,[0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0], DynFS, GWO
201,EvoFS(SelfAdaptiveDifferentialEvolution),spectrometer,8,0.9245283018867924,0.5,630.0616137683393,4,[0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0], EvoFS, saDE
202,DynFS(SelfAdaptiveDifferentialEvolution),spectrometer,8,0.9622641509433962,0.8000000000000002,739.438083216548,12,[0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1], DynFS, saDE
203,EvoFS(GeneticAlgorithm),spectrometer,8,0.9245283018867924,0.5,642.0269563011825,4,[0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0], EvoFS, GA
204,DynFS(GeneticAlgorithm),spectrometer,8,0.9245283018867924,0.6,1555.9822977371514,12,[0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0], DynFS, GA
205,EvoFS(EvolutionStrategyMpL),spectrometer,8,0.9245283018867924,0.5,629.2506199665368,4,[0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0], EvoFS, ES
206,DynFS(EvolutionStrategyMpL),spectrometer,8,0.9622641509433962,0.7499999999999999,805.0553569756447,16,[0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0], DynFS, ES
207,EvoFS(ParticleSwarmAlgorithm),spectrometer,8,0.9245283018867924,0.5,607.2046914063393,4,[0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0], EvoFS, PSO
208,DynFS(ParticleSwarmAlgorithm),spectrometer,8,0.9622641509433962,0.8000000000000002,1407.8866840228436,15,[0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0], DynFS, PSO
209,CART,spectrometer,9,0.8867924528301887,0.4000000000000001,0.013284757733345032,93,,,
210,EvoFS(GreyWolfOptimizer),spectrometer,9,0.9245283018867924,0.5,588.4190495014192,6,[0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0], EvoFS, GWO
211,DynFS(GreyWolfOptimizer),spectrometer,9,0.9433962264150944,0.6666666666666665,1231.0924761667848,5,[0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0], DynFS, GWO
212,EvoFS(SelfAdaptiveDifferentialEvolution),spectrometer,9,0.9245283018867924,0.5,610.9899267889558,6,[0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0], EvoFS, saDE
213,DynFS(SelfAdaptiveDifferentialEvolution),spectrometer,9,0.9245283018867924,0.5,749.267475642264,9,[1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0], DynFS, saDE
214,EvoFS(GeneticAlgorithm),spectrometer,9,0.9245283018867924,0.5,593.5654149353503,6,[0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0], EvoFS, GA
215,DynFS(GeneticAlgorithm),spectrometer,9,0.9433962264150944,0.6666666666666665,1654.5002606548371,16,[0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;1;0;0;1;0;1;0;0], DynFS, GA
216,EvoFS(EvolutionStrategyMpL),spectrometer,9,0.9245283018867924,0.5,577.9480206817389,6,[0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0], EvoFS, ES
217,DynFS(EvolutionStrategyMpL),spectrometer,9,0.9245283018867924,0.6,839.6967379450798,6,[0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0], DynFS, ES
218,EvoFS(ParticleSwarmAlgorithm),spectrometer,9,0.9245283018867924,0.5,610.4660218022764,6,[0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0], EvoFS, PSO
219,DynFS(ParticleSwarmAlgorithm),spectrometer,9,0.9622641509433962,0.7499999999999999,1440.2254539169369,15,[0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0], DynFS, PSO
220,CART,optical_digits,0,0.9501779359430604,0.7454545454545455,0.031901516020298004,64,,,
221,EvoFS(GreyWolfOptimizer),optical_digits,0,0.9537366548042704,0.7547169811320754,2199.105030033737,25,[0;1;0;0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;1;1;1;1;0;0;0;1;1;0;0;0;0;1;1;0;0;1;1;0;1;0;1;0;0;0;0;1;1;1;1;0;1;0;0;0;0;0;0], EvoFS, GWO
222,DynFS(GreyWolfOptimizer),optical_digits,0,0.9555160142348754,0.7619047619047621,2780.2912218496203,9,[0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0], DynFS, GWO
223,EvoFS(SelfAdaptiveDifferentialEvolution),optical_digits,0,0.9537366548042704,0.7547169811320754,2222.7235461063683,25,[0;1;0;0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;1;1;1;1;0;0;0;1;1;0;0;0;0;1;1;0;0;1;1;0;1;0;1;0;0;0;0;1;1;1;1;0;1;0;0;0;0;0;0], EvoFS, saDE
224,DynFS(SelfAdaptiveDifferentialEvolution),optical_digits,0,0.9715302491103204,0.8461538461538463,1854.4985923022034,22,[1;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;1;1;0;0;0;1;1;0;1;0;1;1;0;1;0;1;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0], DynFS, saDE
225,EvoFS(GeneticAlgorithm),optical_digits,0,0.9537366548042704,0.7547169811320754,2205.958421830088,25,[0;1;0;0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;1;1;1;1;0;0;0;1;1;0;0;0;0;1;1;0;0;1;1;0;1;0;1;0;0;0;0;1;1;1;1;0;1;0;0;0;0;0;0], EvoFS, GA
226,DynFS(GeneticAlgorithm),optical_digits,0,0.9697508896797152,0.8380952380952381,3870.853055998683,17,[0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1], DynFS, GA
227,EvoFS(EvolutionStrategyMpL),optical_digits,0,0.9537366548042704,0.7547169811320754,2196.1291238963604,25,[0;1;0;0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;1;1;1;1;0;0;0;1;1;0;0;0;0;1;1;0;0;1;1;0;1;0;1;0;0;0;0;1;1;1;1;0;1;0;0;0;0;0;0], EvoFS, ES
228,DynFS(EvolutionStrategyMpL),optical_digits,0,0.9644128113879004,0.8076923076923076,1826.0521617792547,12,[0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0], DynFS, ES
229,EvoFS(ParticleSwarmAlgorithm),optical_digits,0,0.9537366548042704,0.7547169811320754,2198.595408096909,25,[0;1;0;0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;1;1;1;1;0;0;0;1;1;0;0;0;0;1;1;0;0;1;1;0;1;0;1;0;0;0;0;1;1;1;1;0;1;0;0;0;0;0;0], EvoFS, PSO
230,DynFS(ParticleSwarmAlgorithm),optical_digits,0,0.9715302491103204,0.8518518518518519,3724.2691963687544,16,[0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0], DynFS, PSO
231,CART,optical_digits,1,0.9733096085409252,0.8623853211009175,0.027169495820999142,64,,,
232,EvoFS(GreyWolfOptimizer),optical_digits,1,0.9679715302491104,0.8421052631578948,2369.489554259926,23,[0;0;0;0;1;1;0;1;1;0;0;0;1;1;0;1;1;0;1;1;0;0;1;0;0;0;1;1;0;0;1;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0], EvoFS, GWO
233,DynFS(GreyWolfOptimizer),optical_digits,1,0.9661921708185054,0.8256880733944955,2902.0065043494105,10,[0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0], DynFS, GWO
234,EvoFS(SelfAdaptiveDifferentialEvolution),optical_digits,1,0.9679715302491104,0.8421052631578948,2388.4949402585626,23,[0;0;0;0;1;1;0;1;1;0;0;0;1;1;0;1;1;0;1;1;0;0;1;0;0;0;1;1;0;0;1;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0], EvoFS, saDE
235,DynFS(SelfAdaptiveDifferentialEvolution),optical_digits,1,0.9590747330960854,0.7964601769911505,1922.672089390457,13,[0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1;0;0;1;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0], DynFS, saDE
236,EvoFS(GeneticAlgorithm),optical_digits,1,0.9679715302491104,0.8421052631578948,2392.527659613639,23,[0;0;0;0;1;1;0;1;1;0;0;0;1;1;0;1;1;0;1;1;0;0;1;0;0;0;1;1;0;0;1;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0], EvoFS, GA
237,DynFS(GeneticAlgorithm),optical_digits,1,0.9590747330960854,0.7927927927927927,3920.234995156527,13,[0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;1;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0], DynFS, GA
238,EvoFS(EvolutionStrategyMpL),optical_digits,1,0.9679715302491104,0.8421052631578948,2389.4747310839593,23,[0;0;0;0;1;1;0;1;1;0;0;0;1;1;0;1;1;0;1;1;0;0;1;0;0;0;1;1;0;0;1;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0], EvoFS, ES
